ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS31573,31573.TXT,0.66133,0.14808,0.24198,4

ROUGE-2+StopWordRemoval,FNS31573,31573.TXT,0.43643,0.09165,0.15148,4

ROUGE-SU4+StopWordRemoval,FNS31573,31573.TXT,0.47704,0.08977,0.15110,4

ROUGE-L+StopWordRemoval,FNS32541,32541.TXT,0.74004,0.20850,0.32534,3

ROUGE-1+StopWordRemoval,FNS32541,32541.TXT,0.75243,0.13560,0.22979,3

ROUGE-2+StopWordRemoval,FNS32541,32541.TXT,0.51284,0.05629,0.10144,3

ROUGE-SU4+StopWordRemoval,FNS32541,32541.TXT,0.57865,0.06290,0.11347,3

ROUGE-L+StopWordRemoval,FNS31333,31333.TXT,0.75475,0.21214,0.33119,3

ROUGE-1+StopWordRemoval,FNS31333,31333.TXT,0.81009,0.10342,0.18343,3

ROUGE-2+StopWordRemoval,FNS31333,31333.TXT,0.58123,0.06399,0.11529,3

ROUGE-SU4+StopWordRemoval,FNS31333,31333.TXT,0.63286,0.06069,0.11075,3

ROUGE-L+StopWordRemoval,FNS32543,32543.TXT,0.84081,0.23699,0.36976,4

ROUGE-1+StopWordRemoval,FNS32543,32543.TXT,0.81807,0.15149,0.25564,4

ROUGE-2+StopWordRemoval,FNS32543,32543.TXT,0.64974,0.09531,0.16624,4

ROUGE-SU4+StopWordRemoval,FNS32543,32543.TXT,0.69455,0.08570,0.15258,4

ROUGE-L+StopWordRemoval,FNS32424,32424.TXT,0.76991,0.15339,0.25581,4

ROUGE-1+StopWordRemoval,FNS32424,32424.TXT,0.74437,0.07031,0.12849,4

ROUGE-2+StopWordRemoval,FNS32424,32424.TXT,0.49632,0.03829,0.07109,4

ROUGE-SU4+StopWordRemoval,FNS32424,32424.TXT,0.56245,0.03567,0.06709,4

ROUGE-L+StopWordRemoval,FNS32545,32545.TXT,0.71298,0.15670,0.25694,4

ROUGE-1+StopWordRemoval,FNS32545,32545.TXT,0.66718,0.07725,0.13847,4

ROUGE-2+StopWordRemoval,FNS32545,32545.TXT,0.42722,0.04447,0.08056,4

ROUGE-SU4+StopWordRemoval,FNS32545,32545.TXT,0.49407,0.03961,0.07334,4

ROUGE-L+StopWordRemoval,FNS31699,31699.TXT,0.87773,0.09480,0.17112,3

ROUGE-1+StopWordRemoval,FNS31699,31699.TXT,0.84321,0.03358,0.06459,3

ROUGE-2+StopWordRemoval,FNS31699,31699.TXT,0.68844,0.02324,0.04496,3

ROUGE-SU4+StopWordRemoval,FNS31699,31699.TXT,0.70955,0.02189,0.04246,3

ROUGE-L+StopWordRemoval,FNS31336,31336.TXT,0.77084,0.15837,0.26275,4

ROUGE-1+StopWordRemoval,FNS31336,31336.TXT,0.71077,0.08796,0.15655,4

ROUGE-2+StopWordRemoval,FNS31336,31336.TXT,0.47891,0.04650,0.08478,4

ROUGE-SU4+StopWordRemoval,FNS31336,31336.TXT,0.55580,0.04469,0.08272,4

ROUGE-L+StopWordRemoval,FNS32548,32548.TXT,0.83414,0.16635,0.27738,3

ROUGE-1+StopWordRemoval,FNS32548,32548.TXT,0.87610,0.07168,0.13252,3

ROUGE-2+StopWordRemoval,FNS32548,32548.TXT,0.66103,0.04376,0.08209,3

ROUGE-SU4+StopWordRemoval,FNS32548,32548.TXT,0.71743,0.03819,0.07252,3

ROUGE-L+StopWordRemoval,FNS30920,30920.TXT,0.82519,0.14815,0.25120,3

ROUGE-1+StopWordRemoval,FNS30920,30920.TXT,0.79712,0.06889,0.12682,3

ROUGE-2+StopWordRemoval,FNS30920,30920.TXT,0.56547,0.04052,0.07562,3

ROUGE-SU4+StopWordRemoval,FNS30920,30920.TXT,0.63272,0.03509,0.06649,3

ROUGE-L+StopWordRemoval,FNS32540,32540.TXT,0.75431,0.11838,0.20465,3

ROUGE-1+StopWordRemoval,FNS32540,32540.TXT,0.68640,0.06323,0.11579,3

ROUGE-2+StopWordRemoval,FNS32540,32540.TXT,0.45131,0.03626,0.06712,3

ROUGE-SU4+StopWordRemoval,FNS32540,32540.TXT,0.49066,0.03757,0.06980,3

ROUGE-L+StopWordRemoval,FNS30800,30800.TXT,0.70607,0.17982,0.28663,3

ROUGE-1+StopWordRemoval,FNS30800,30800.TXT,0.70156,0.09669,0.16996,3

ROUGE-2+StopWordRemoval,FNS30800,30800.TXT,0.47891,0.05185,0.09356,3

ROUGE-SU4+StopWordRemoval,FNS30800,30800.TXT,0.55211,0.04612,0.08513,3

ROUGE-L+StopWordRemoval,FNS30922,30922.TXT,0.80572,0.16404,0.27259,3

ROUGE-1+StopWordRemoval,FNS30922,30922.TXT,0.80505,0.08233,0.14939,3

ROUGE-2+StopWordRemoval,FNS30922,30922.TXT,0.59523,0.05257,0.09661,3

ROUGE-SU4+StopWordRemoval,FNS30922,30922.TXT,0.66136,0.04800,0.08950,3

ROUGE-L+StopWordRemoval,FNS30924,30924.TXT,0.75567,0.12489,0.21435,3

ROUGE-1+StopWordRemoval,FNS30924,30924.TXT,0.84270,0.05258,0.09899,3

ROUGE-2+StopWordRemoval,FNS30924,30924.TXT,0.58089,0.03224,0.06109,3

ROUGE-SU4+StopWordRemoval,FNS30924,30924.TXT,0.63306,0.03236,0.06157,3

ROUGE-L+StopWordRemoval,FNS30927,30927.TXT,0.86019,0.17838,0.29548,3

ROUGE-1+StopWordRemoval,FNS30927,30927.TXT,0.88637,0.08927,0.16220,3

ROUGE-2+StopWordRemoval,FNS30927,30927.TXT,0.66881,0.05403,0.09999,3

ROUGE-SU4+StopWordRemoval,FNS30927,30927.TXT,0.73261,0.04801,0.09012,3





ROUGE-L+StopWordRemoval,FNS31661,31661.TXT,0.76397,0.18476,0.29756,3

ROUGE-1+StopWordRemoval,FNS31661,31661.TXT,0.70188,0.10814,0.18741,3

ROUGE-2+StopWordRemoval,FNS31661,31661.TXT,0.50590,0.06610,0.11693,3

ROUGE-SU4+StopWordRemoval,FNS31661,31661.TXT,0.55642,0.05907,0.10681,3

ROUGE-L+StopWordRemoval,FNS31540,31540.TXT,0.79939,0.16182,0.26916,3

ROUGE-1+StopWordRemoval,FNS31540,31540.TXT,0.86353,0.07216,0.13320,3

ROUGE-2+StopWordRemoval,FNS31540,31540.TXT,0.60133,0.04397,0.08195,3

ROUGE-SU4+StopWordRemoval,FNS31540,31540.TXT,0.66164,0.04244,0.07976,3

ROUGE-L+StopWordRemoval,FNS31784,31784.TXT,0.82109,0.19368,0.31343,3

ROUGE-1+StopWordRemoval,FNS31784,31784.TXT,0.79443,0.13968,0.23758,3

ROUGE-2+StopWordRemoval,FNS31784,31784.TXT,0.60844,0.08977,0.15645,3

ROUGE-SU4+StopWordRemoval,FNS31784,31784.TXT,0.65401,0.08582,0.15173,3

ROUGE-L+StopWordRemoval,FNS31664,31664.TXT,0.68889,0.26594,0.38374,3

ROUGE-1+StopWordRemoval,FNS31664,31664.TXT,0.62773,0.26190,0.36960,3

ROUGE-2+StopWordRemoval,FNS31664,31664.TXT,0.40667,0.16425,0.23400,3

ROUGE-SU4+StopWordRemoval,FNS31664,31664.TXT,0.45161,0.16993,0.24694,3

ROUGE-L+StopWordRemoval,FNS32874,32874.TXT,0.80136,0.15299,0.25694,4

ROUGE-1+StopWordRemoval,FNS32874,32874.TXT,0.73402,0.07135,0.13006,4

ROUGE-2+StopWordRemoval,FNS32874,32874.TXT,0.50297,0.04182,0.07722,4

ROUGE-SU4+StopWordRemoval,FNS32874,32874.TXT,0.57978,0.03806,0.07143,4

ROUGE-L+StopWordRemoval,FNS31424,31424.TXT,0.67635,0.19212,0.29924,3

ROUGE-1+StopWordRemoval,FNS31424,31424.TXT,0.59650,0.09326,0.16129,3

ROUGE-2+StopWordRemoval,FNS31424,31424.TXT,0.39306,0.05352,0.09421,3

ROUGE-SU4+StopWordRemoval,FNS31424,31424.TXT,0.43681,0.05063,0.09074,3

ROUGE-L+StopWordRemoval,FNS31546,31546.TXT,0.84730,0.09672,0.17362,4

ROUGE-1+StopWordRemoval,FNS31546,31546.TXT,0.80236,0.03758,0.07180,4

ROUGE-2+StopWordRemoval,FNS31546,31546.TXT,0.57879,0.02296,0.04417,4

ROUGE-SU4+StopWordRemoval,FNS31546,31546.TXT,0.65194,0.02106,0.04081,4

ROUGE-L+StopWordRemoval,FNS32071,32071.TXT,0.76435,0.18198,0.29397,4

ROUGE-1+StopWordRemoval,FNS32071,32071.TXT,0.78966,0.08752,0.15758,4

ROUGE-2+StopWordRemoval,FNS32071,32071.TXT,0.50742,0.04915,0.08962,4

ROUGE-SU4+StopWordRemoval,FNS32071,32071.TXT,0.58060,0.04632,0.08579,4

ROUGE-L+StopWordRemoval,FNS32072,32072.TXT,0.78694,0.14277,0.24169,3

ROUGE-1+StopWordRemoval,FNS32072,32072.TXT,0.70366,0.05842,0.10788,3

ROUGE-2+StopWordRemoval,FNS32072,32072.TXT,0.50532,0.03668,0.06839,3

ROUGE-SU4+StopWordRemoval,FNS32072,32072.TXT,0.53764,0.03468,0.06515,3

ROUGE-L+StopWordRemoval,FNS32074,32074.TXT,0.71150,0.11630,0.19993,4

ROUGE-1+StopWordRemoval,FNS32074,32074.TXT,0.78025,0.04801,0.09046,4

ROUGE-2+StopWordRemoval,FNS32074,32074.TXT,0.49393,0.02636,0.05004,4

ROUGE-SU4+StopWordRemoval,FNS32074,32074.TXT,0.56834,0.02551,0.04882,4

ROUGE-L+StopWordRemoval,FNS32196,32196.TXT,0.79927,0.14898,0.25114,3

ROUGE-1+StopWordRemoval,FNS32196,32196.TXT,0.72775,0.06498,0.11931,3

ROUGE-2+StopWordRemoval,FNS32196,32196.TXT,0.51262,0.03791,0.07060,3

ROUGE-SU4+StopWordRemoval,FNS32196,32196.TXT,0.57353,0.03477,0.06556,3

ROUGE-L+StopWordRemoval,FNS32197,32197.TXT,0.84107,0.09812,0.17573,3

ROUGE-1+StopWordRemoval,FNS32197,32197.TXT,0.82838,0.03964,0.07565,3

ROUGE-2+StopWordRemoval,FNS32197,32197.TXT,0.68436,0.02447,0.04726,3

ROUGE-SU4+StopWordRemoval,FNS32197,32197.TXT,0.70485,0.02344,0.04538,3

ROUGE-L+StopWordRemoval,FNS31306,31306.TXT,0.77195,0.13577,0.23093,3

ROUGE-1+StopWordRemoval,FNS31306,31306.TXT,0.72967,0.06237,0.11492,3

ROUGE-2+StopWordRemoval,FNS31306,31306.TXT,0.47110,0.03669,0.06808,3

ROUGE-SU4+StopWordRemoval,FNS31306,31306.TXT,0.54061,0.03661,0.06857,3

ROUGE-L+StopWordRemoval,FNS32879,32879.TXT,0.76417,0.18033,0.29180,3

ROUGE-1+StopWordRemoval,FNS32879,32879.TXT,0.71885,0.09349,0.16546,3

ROUGE-2+StopWordRemoval,FNS32879,32879.TXT,0.43403,0.05402,0.09608,3

ROUGE-SU4+StopWordRemoval,FNS32879,32879.TXT,0.49396,0.05224,0.09449,3

ROUGE-L+StopWordRemoval,FNS31794,31794.TXT,0.79320,0.13935,0.23705,3

ROUGE-1+StopWordRemoval,FNS31794,31794.TXT,0.54139,0.08138,0.14150,3

ROUGE-2+StopWordRemoval,FNS31794,31794.TXT,0.47765,0.04353,0.07979,3

ROUGE-SU4+StopWordRemoval,FNS31794,31794.TXT,0.51946,0.04002,0.07431,3

ROUGE-L+StopWordRemoval,FNS32886,32886.TXT,0.79885,0.11261,0.19739,4

ROUGE-1+StopWordRemoval,FNS32886,32886.TXT,0.81633,0.04836,0.09132,4

ROUGE-2+StopWordRemoval,FNS32886,32886.TXT,0.55293,0.02823,0.05372,4

ROUGE-SU4+StopWordRemoval,FNS32886,32886.TXT,0.61820,0.02722,0.05215,4

ROUGE-L+StopWordRemoval,FNS31677,31677.TXT,0.77596,0.15281,0.25533,3

ROUGE-1+StopWordRemoval,FNS31677,31677.TXT,0.79248,0.06521,0.12051,3

ROUGE-2+StopWordRemoval,FNS31677,31677.TXT,0.57867,0.03810,0.07149,3

ROUGE-SU4+StopWordRemoval,FNS31677,31677.TXT,0.64191,0.03236,0.06162,3

ROUGE-L+StopWordRemoval,FNS31315,31315.TXT,0.66105,0.21945,0.32951,3

ROUGE-1+StopWordRemoval,FNS31315,31315.TXT,0.74780,0.12894,0.21996,3

ROUGE-2+StopWordRemoval,FNS31315,31315.TXT,0.47918,0.07626,0.13158,3

ROUGE-SU4+StopWordRemoval,FNS31315,31315.TXT,0.52930,0.07878,0.13714,3

ROUGE-L+StopWordRemoval,FNS31678,31678.TXT,0.78936,0.11535,0.20128,4

ROUGE-1+StopWordRemoval,FNS31678,31678.TXT,0.76352,0.04605,0.08685,4

ROUGE-2+StopWordRemoval,FNS31678,31678.TXT,0.54491,0.02704,0.05153,4

ROUGE-SU4+StopWordRemoval,FNS31678,31678.TXT,0.60584,0.02378,0.04576,4

ROUGE-L+StopWordRemoval,FNS31316,31316.TXT,0.75886,0.13318,0.22659,4

ROUGE-1+StopWordRemoval,FNS31316,31316.TXT,0.76318,0.05663,0.10543,4

ROUGE-2+StopWordRemoval,FNS31316,31316.TXT,0.51061,0.03318,0.06231,4

ROUGE-SU4+StopWordRemoval,FNS31316,31316.TXT,0.58014,0.03215,0.06092,4

ROUGE-L+StopWordRemoval,FNS33053,33053.TXT,0.85402,0.09349,0.16853,3

ROUGE-1+StopWordRemoval,FNS33053,33053.TXT,0.69420,0.03488,0.06642,3

ROUGE-2+StopWordRemoval,FNS33053,33053.TXT,0.53811,0.02228,0.04278,3

ROUGE-SU4+StopWordRemoval,FNS33053,33053.TXT,0.54786,0.01837,0.03554,3

ROUGE-L+StopWordRemoval,FNS33054,33054.TXT,0.82865,0.11622,0.20385,3

ROUGE-1+StopWordRemoval,FNS33054,33054.TXT,0.78982,0.04624,0.08736,3

ROUGE-2+StopWordRemoval,FNS33054,33054.TXT,0.59432,0.03061,0.05822,3

ROUGE-SU4+StopWordRemoval,FNS33054,33054.TXT,0.62595,0.02810,0.05378,3

ROUGE-L+StopWordRemoval,FNS33057,33057.TXT,0.72130,0.21604,0.33249,4

ROUGE-1+StopWordRemoval,FNS33057,33057.TXT,0.68864,0.15216,0.24925,4

ROUGE-2+StopWordRemoval,FNS33057,33057.TXT,0.42718,0.08709,0.14468,4

ROUGE-SU4+StopWordRemoval,FNS33057,33057.TXT,0.49552,0.07908,0.13639,4

ROUGE-L+StopWordRemoval,FNS30907,30907.TXT,0.79453,0.13941,0.23721,3

ROUGE-1+StopWordRemoval,FNS30907,30907.TXT,0.77619,0.05433,0.10155,3

ROUGE-2+StopWordRemoval,FNS30907,30907.TXT,0.54465,0.03197,0.06040,3

ROUGE-SU4+StopWordRemoval,FNS30907,30907.TXT,0.60731,0.02871,0.05483,3

ROUGE-L+StopWordRemoval,FNS32092,32092.TXT,0.80416,0.16319,0.27133,4

ROUGE-1+StopWordRemoval,FNS32092,32092.TXT,0.80667,0.10234,0.18164,4

ROUGE-2+StopWordRemoval,FNS32092,32092.TXT,0.54472,0.05842,0.10553,4

ROUGE-SU4+StopWordRemoval,FNS32092,32092.TXT,0.62028,0.05640,0.10339,4

ROUGE-L+StopWordRemoval,FNS32648,32648.TXT,0.75890,0.19143,0.30574,3

ROUGE-1+StopWordRemoval,FNS32648,32648.TXT,0.76759,0.08895,0.15942,3

ROUGE-2+StopWordRemoval,FNS32648,32648.TXT,0.53393,0.05736,0.10360,3

ROUGE-SU4+StopWordRemoval,FNS32648,32648.TXT,0.56795,0.05728,0.10407,3

ROUGE-L+StopWordRemoval,FNS31319,31319.TXT,0.84615,0.14171,0.24276,3

ROUGE-1+StopWordRemoval,FNS31319,31319.TXT,0.71468,0.05578,0.10348,3

ROUGE-2+StopWordRemoval,FNS31319,31319.TXT,0.53240,0.03277,0.06174,3

ROUGE-SU4+StopWordRemoval,FNS31319,31319.TXT,0.57026,0.02875,0.05473,3

ROUGE-L+StopWordRemoval,FNS32408,32408.TXT,0.78855,0.17241,0.28296,3

ROUGE-1+StopWordRemoval,FNS32408,32408.TXT,0.80648,0.08855,0.15958,3

ROUGE-2+StopWordRemoval,FNS32408,32408.TXT,0.53087,0.05416,0.09828,3

ROUGE-SU4+StopWordRemoval,FNS32408,32408.TXT,0.61046,0.05377,0.09884,3

ROUGE-L+StopWordRemoval,FNS30901,30901.TXT,0.77816,0.30420,0.43740,3

ROUGE-1+StopWordRemoval,FNS30901,30901.TXT,0.81998,0.24908,0.38210,3

ROUGE-2+StopWordRemoval,FNS30901,30901.TXT,0.54646,0.14197,0.22539,3

ROUGE-SU4+StopWordRemoval,FNS30901,30901.TXT,0.61827,0.13967,0.22786,3

ROUGE-L+StopWordRemoval,FNS30902,30902.TXT,0.79055,0.18871,0.30469,3

ROUGE-1+StopWordRemoval,FNS30902,30902.TXT,0.76201,0.08347,0.15046,3

ROUGE-2+StopWordRemoval,FNS30902,30902.TXT,0.58082,0.05054,0.09299,3

ROUGE-SU4+StopWordRemoval,FNS30902,30902.TXT,0.62574,0.04526,0.08442,3

ROUGE-L+StopWordRemoval,FNS30903,30903.TXT,0.78830,0.13817,0.23513,3

ROUGE-1+StopWordRemoval,FNS30903,30903.TXT,0.63277,0.05682,0.10428,3

ROUGE-2+StopWordRemoval,FNS30903,30903.TXT,0.46578,0.03700,0.06855,3

ROUGE-SU4+StopWordRemoval,FNS30903,30903.TXT,0.50559,0.03461,0.06479,3

ROUGE-L+StopWordRemoval,FNS30904,30904.TXT,0.81478,0.08128,0.14782,3

ROUGE-1+StopWordRemoval,FNS30904,30904.TXT,0.83529,0.02628,0.05096,3

ROUGE-2+StopWordRemoval,FNS30904,30904.TXT,0.67551,0.01598,0.03121,3

ROUGE-SU4+StopWordRemoval,FNS30904,30904.TXT,0.71048,0.01389,0.02724,3

ROUGE-L+StopWordRemoval,FNS32179,32179.TXT,0.70363,0.16470,0.26693,3

ROUGE-1+StopWordRemoval,FNS32179,32179.TXT,0.66653,0.09589,0.16766,3

ROUGE-2+StopWordRemoval,FNS32179,32179.TXT,0.37362,0.05358,0.09372,3

ROUGE-SU4+StopWordRemoval,FNS32179,32179.TXT,0.45297,0.05683,0.10099,3

ROUGE-L+StopWordRemoval,FNS30790,30790.TXT,0.59170,0.09736,0.16721,4

ROUGE-1+StopWordRemoval,FNS30790,30790.TXT,0.59725,0.04199,0.07846,4

ROUGE-2+StopWordRemoval,FNS30790,30790.TXT,0.26785,0.01316,0.02509,4

ROUGE-SU4+StopWordRemoval,FNS30790,30790.TXT,0.38201,0.01710,0.03273,4

ROUGE-L+StopWordRemoval,FNS33027,33027.TXT,0.82029,0.14498,0.24641,4

ROUGE-1+StopWordRemoval,FNS33027,33027.TXT,0.75218,0.05827,0.10816,4

ROUGE-2+StopWordRemoval,FNS33027,33027.TXT,0.54398,0.03710,0.06947,4

ROUGE-SU4+StopWordRemoval,FNS33027,33027.TXT,0.60409,0.03486,0.06592,4

ROUGE-L+StopWordRemoval,FNS33029,33029.TXT,0.81808,0.19602,0.31626,3

ROUGE-1+StopWordRemoval,FNS33029,33029.TXT,0.77805,0.08516,0.15351,3

ROUGE-2+StopWordRemoval,FNS33029,33029.TXT,0.56862,0.05068,0.09307,3

ROUGE-SU4+StopWordRemoval,FNS33029,33029.TXT,0.62880,0.04558,0.08500,3

ROUGE-L+StopWordRemoval,FNS32854,32854.TXT,0.77946,0.14815,0.24897,3

ROUGE-1+StopWordRemoval,FNS32854,32854.TXT,0.75601,0.07272,0.13268,3

ROUGE-2+StopWordRemoval,FNS32854,32854.TXT,0.53635,0.04048,0.07529,3

ROUGE-SU4+StopWordRemoval,FNS32854,32854.TXT,0.60643,0.03715,0.07001,3

ROUGE-L+StopWordRemoval,FNS31766,31766.TXT,0.82368,0.16232,0.27119,3

ROUGE-1+StopWordRemoval,FNS31766,31766.TXT,0.74423,0.08514,0.15281,3

ROUGE-2+StopWordRemoval,FNS31766,31766.TXT,0.52173,0.05154,0.09382,3

ROUGE-SU4+StopWordRemoval,FNS31766,31766.TXT,0.58194,0.04584,0.08498,3

ROUGE-L+StopWordRemoval,FNS32734,32734.TXT,0.80993,0.13866,0.23678,3

ROUGE-1+StopWordRemoval,FNS32734,32734.TXT,0.73278,0.06745,0.12352,3

ROUGE-2+StopWordRemoval,FNS32734,32734.TXT,0.50379,0.04399,0.08092,3

ROUGE-SU4+StopWordRemoval,FNS32734,32734.TXT,0.59291,0.04187,0.07822,3

ROUGE-L+StopWordRemoval,FNS31646,31646.TXT,0.77384,0.15387,0.25670,3

ROUGE-1+StopWordRemoval,FNS31646,31646.TXT,0.71712,0.06892,0.12576,3

ROUGE-2+StopWordRemoval,FNS31646,31646.TXT,0.50976,0.04183,0.07732,3

ROUGE-SU4+StopWordRemoval,FNS31646,31646.TXT,0.57222,0.03982,0.07445,3

ROUGE-L+StopWordRemoval,FNS32170,32170.TXT,0.74297,0.17013,0.27686,4

ROUGE-1+StopWordRemoval,FNS32170,32170.TXT,0.72791,0.08402,0.15065,4

ROUGE-2+StopWordRemoval,FNS32170,32170.TXT,0.54366,0.05238,0.09556,4

ROUGE-SU4+StopWordRemoval,FNS32170,32170.TXT,0.58139,0.04573,0.08478,4

ROUGE-L+StopWordRemoval,FNS32051,32051.TXT,0.75455,0.15801,0.26130,3

ROUGE-1+StopWordRemoval,FNS32051,32051.TXT,0.75200,0.07762,0.14072,3

ROUGE-2+StopWordRemoval,FNS32051,32051.TXT,0.51976,0.04460,0.08216,3

ROUGE-SU4+StopWordRemoval,FNS32051,32051.TXT,0.58817,0.04390,0.08170,3

ROUGE-L+StopWordRemoval,FNS30796,30796.TXT,0.83833,0.18116,0.29794,3

ROUGE-1+StopWordRemoval,FNS30796,30796.TXT,0.78086,0.08183,0.14814,3

ROUGE-2+StopWordRemoval,FNS30796,30796.TXT,0.57698,0.04846,0.08941,3

ROUGE-SU4+StopWordRemoval,FNS30796,30796.TXT,0.62144,0.04300,0.08043,3

ROUGE-L+StopWordRemoval,FNS30795,30795.TXT,0.73995,0.12573,0.21494,4

ROUGE-1+StopWordRemoval,FNS30795,30795.TXT,0.59459,0.07323,0.13039,4

ROUGE-2+StopWordRemoval,FNS30795,30795.TXT,0.38257,0.04107,0.07418,4

ROUGE-SU4+StopWordRemoval,FNS30795,30795.TXT,0.44597,0.03736,0.06894,4

ROUGE-L+StopWordRemoval,FNS32176,32176.TXT,0.82143,0.19581,0.31623,3

ROUGE-1+StopWordRemoval,FNS32176,32176.TXT,0.81917,0.10079,0.17950,3

ROUGE-2+StopWordRemoval,FNS32176,32176.TXT,0.60343,0.06295,0.11401,3

ROUGE-SU4+StopWordRemoval,FNS32176,32176.TXT,0.65320,0.05697,0.10480,3

ROUGE-L+StopWordRemoval,FNS32177,32177.TXT,0.80764,0.11426,0.20019,4

ROUGE-1+StopWordRemoval,FNS32177,32177.TXT,0.74980,0.04423,0.08353,4

ROUGE-2+StopWordRemoval,FNS32177,32177.TXT,0.54341,0.02680,0.05108,4

ROUGE-SU4+StopWordRemoval,FNS32177,32177.TXT,0.60202,0.02352,0.04528,4

ROUGE-L+StopWordRemoval,FNS32180,32180.TXT,0.82414,0.15144,0.25587,4

ROUGE-1+StopWordRemoval,FNS32180,32180.TXT,0.75674,0.07101,0.12983,4

ROUGE-2+StopWordRemoval,FNS32180,32180.TXT,0.55936,0.04374,0.08114,4

ROUGE-SU4+StopWordRemoval,FNS32180,32180.TXT,0.60180,0.04025,0.07546,4

ROUGE-L+StopWordRemoval,FNS31889,31889.TXT,0.71430,0.22631,0.34372,4

ROUGE-1+StopWordRemoval,FNS31889,31889.TXT,0.74245,0.12726,0.21728,4

ROUGE-2+StopWordRemoval,FNS31889,31889.TXT,0.52641,0.07744,0.13502,4

ROUGE-SU4+StopWordRemoval,FNS31889,31889.TXT,0.55366,0.07071,0.12540,4

ROUGE-L+StopWordRemoval,FNS31769,31769.TXT,0.81185,0.13383,0.22978,4

ROUGE-1+StopWordRemoval,FNS31769,31769.TXT,0.78707,0.05500,0.10282,4

ROUGE-2+StopWordRemoval,FNS31769,31769.TXT,0.55056,0.03152,0.05962,4

ROUGE-SU4+StopWordRemoval,FNS31769,31769.TXT,0.62423,0.02805,0.05369,4

ROUGE-L+StopWordRemoval,FNS31648,31648.TXT,0.80158,0.15977,0.26643,4

ROUGE-1+StopWordRemoval,FNS31648,31648.TXT,0.80989,0.07462,0.13664,4

ROUGE-2+StopWordRemoval,FNS31648,31648.TXT,0.56141,0.04396,0.08154,4

ROUGE-SU4+StopWordRemoval,FNS31648,31648.TXT,0.63288,0.04038,0.07592,4

ROUGE-L+StopWordRemoval,FNS32616,32616.TXT,0.80947,0.17803,0.29187,4

ROUGE-1+StopWordRemoval,FNS32616,32616.TXT,0.78043,0.08003,0.14517,4

ROUGE-2+StopWordRemoval,FNS32616,32616.TXT,0.58514,0.04819,0.08905,4

ROUGE-SU4+StopWordRemoval,FNS32616,32616.TXT,0.62890,0.04257,0.07974,4

ROUGE-L+StopWordRemoval,FNS32859,32859.TXT,0.83166,0.18222,0.29894,3

ROUGE-1+StopWordRemoval,FNS32859,32859.TXT,0.85679,0.08289,0.15116,3

ROUGE-2+StopWordRemoval,FNS32859,32859.TXT,0.63518,0.05022,0.09308,3

ROUGE-SU4+StopWordRemoval,FNS32859,32859.TXT,0.69837,0.04409,0.08294,3

ROUGE-L+StopWordRemoval,FNS31650,31650.TXT,0.78369,0.13497,0.23028,3

ROUGE-1+StopWordRemoval,FNS31650,31650.TXT,0.81306,0.07226,0.13272,3

ROUGE-2+StopWordRemoval,FNS31650,31650.TXT,0.57511,0.04431,0.08227,3

ROUGE-SU4+StopWordRemoval,FNS31650,31650.TXT,0.64855,0.04315,0.08092,3

ROUGE-L+StopWordRemoval,FNS33037,33037.TXT,0.82244,0.12455,0.21634,3

ROUGE-1+StopWordRemoval,FNS33037,33037.TXT,0.77247,0.04612,0.08705,3

ROUGE-2+StopWordRemoval,FNS33037,33037.TXT,0.55947,0.02986,0.05670,3

ROUGE-SU4+StopWordRemoval,FNS33037,33037.TXT,0.59832,0.02800,0.05350,3

ROUGE-L+StopWordRemoval,FNS33036,33036.TXT,0.82483,0.12866,0.22260,3

ROUGE-1+StopWordRemoval,FNS33036,33036.TXT,0.74732,0.04628,0.08716,3

ROUGE-2+StopWordRemoval,FNS33036,33036.TXT,0.54635,0.02962,0.05618,3

ROUGE-SU4+StopWordRemoval,FNS33036,33036.TXT,0.58976,0.02729,0.05216,3

ROUGE-L+StopWordRemoval,FNS33039,33039.TXT,0.79794,0.17371,0.28531,3

ROUGE-1+StopWordRemoval,FNS33039,33039.TXT,0.80596,0.06871,0.12662,3

ROUGE-2+StopWordRemoval,FNS33039,33039.TXT,0.57686,0.04217,0.07859,3

ROUGE-SU4+StopWordRemoval,FNS33039,33039.TXT,0.63942,0.04012,0.07551,3

ROUGE-L+StopWordRemoval,FNS33038,33038.TXT,0.81111,0.14978,0.25287,3

ROUGE-1+StopWordRemoval,FNS33038,33038.TXT,0.80835,0.06023,0.11210,3

ROUGE-2+StopWordRemoval,FNS33038,33038.TXT,0.62698,0.04159,0.07800,3

ROUGE-SU4+StopWordRemoval,FNS33038,33038.TXT,0.66720,0.03901,0.07370,3

